sample_id,audio_path,overlap_level,source_index,separated_audio_path,start,end,speaker,text
sample2_no_overlap,no_overlap.wav,none,1,speaker_1.wav,93.02000000000001,95.72,SPEAKER1,当成可以随意揉捏的数字工具
sample2_no_overlap,no_overlap.wav,none,1,speaker_1.wav,95.72,98.56,SPEAKER1,我绝不可能看着你把这个产品
sample2_no_overlap,no_overlap.wav,none,1,speaker_1.wav,98.56,101.12,SPEAKER1,没有灵魂的流水线废物
sample2_no_overlap,no_overlap.wav,none,1,speaker_1.wav,101.12,103.56,SPEAKER1,你就不叫对结果负责
sample2_no_overlap,no_overlap.wav,none,1,speaker_1.wav,103.56,106.82000000000001,SPEAKER1,你就叫盲目自大和毁灭整个项目
sample2_no_overlap,no_overlap.wav,none,1,speaker_1.wav,106.82000000000001,109.46000000000001,SPEAKER1,今天就算闹到老板那里
sample2_no_overlap,no_overlap.wav,none,1,speaker_1.wav,109.46000000000001,111.06,SPEAKER1,我也绝对不会妥协
sample2_no_overlap,no_overlap.wav,none,1,speaker_1.wav,111.06,112.92,SPEAKER1,你想强行上线
sample2_no_overlap,no_overlap.wav,none,1,speaker_1.wav,112.92,115.44,SPEAKER1,就先从团队头上踩过去
sample2_no_overlap,no_overlap.wav,none,2,speaker_2.wav,0.0,6.0,SPEAKER2,请使用简体中文逐字转发、订阅、转发、打赏、明镜、点点栏目”等视频口播内容。
sample2_no_overlap,no_overlap.wav,none,2,speaker_2.wav,6.0,8.0,SPEAKER2,不要删除。
sample2_no_overlap,no_overlap.wav,none,2,speaker_2.wav,8.0,10.0,SPEAKER2,不要删除。
sample2_no_overlap,no_overlap.wav,none,2,speaker_2.wav,10.0,12.0,SPEAKER2,不要删除。
sample2_no_overlap,no_overlap.wav,none,2,speaker_2.wav,12.0,14.0,SPEAKER2,不要删除。
sample2_no_overlap,no_overlap.wav,none,2,speaker_2.wav,14.0,16.0,SPEAKER2,不要删除。
sample2_no_overlap,no_overlap.wav,none,2,speaker_2.wav,16.0,18.0,SPEAKER2,不要删除。
sample2_no_overlap,no_overlap.wav,none,2,speaker_2.wav,18.0,20.0,SPEAKER2,不要删除。
sample2_no_overlap,no_overlap.wav,none,2,speaker_2.wav,20.0,22.0,SPEAKER2,不要删除。
sample2_no_overlap,no_overlap.wav,none,2,speaker_2.wav,22.0,24.0,SPEAKER2,不要删除。
sample2_no_overlap,no_overlap.wav,none,2,speaker_2.wav,24.0,26.0,SPEAKER2,不要删除。
sample2_no_overlap,no_overlap.wav,none,2,speaker_2.wav,26.0,28.0,SPEAKER2,不要删除。
sample2_no_overlap,no_overlap.wav,none,2,speaker_2.wav,28.0,31.6,SPEAKER2,快
sample2_no_overlap,no_overlap.wav,none,2,speaker_2.wav,31.6,37.84,SPEAKER2,設計者的靈魂
sample2_no_overlap,no_overlap.wav,none,2,speaker_2.wav,37.84,39.28,SPEAKER2,你不要在
sample2_no_overlap,no_overlap.wav,none,2,speaker_2.wav,39.28,45.7,SPEAKER2,戰場
sample2_no_overlap,no_overlap.wav,none,2,speaker_2.wav,45.7,47.92,SPEAKER2,他有多餘的
sample2_no_overlap,no_overlap.wav,none,2,speaker_2.wav,58.0,67.76,SPEAKER2,你以为只有你看
sample2_no_overlap,no_overlap.wav,none,2,speaker_2.wav,88.0,100.6,SPEAKER2,变成没有灵魂的流水线
sample2_no_overlap,no_overlap.wav,none,2,speaker_2.wav,100.6,106.92,SPEAKER2,打和毁灭火锅的项目
sample2_no_overlap,no_overlap.wav,none,2,speaker_2.wav,106.92,114.42,SPEAKER2,我的团队
sample2_no_overlap,no_overlap.wav,none,2,speaker_2.wav,114.42,144.4,SPEAKER2,谢谢大家
sample2_light_overlap,light_overlap.wav,light,1,speaker_1.wav,0.0,5.12,SPEAKER1,"关于这次的产品架构升级,我已经重申过无数次了。"
sample2_light_overlap,light_overlap.wav,light,1,speaker_1.wav,6.88,10.9,SPEAKER1,"市场留给我们的时间窗口,最多只剩两周。"
sample2_light_overlap,light_overlap.wav,light,1,speaker_1.wav,11.66,19.26,SPEAKER1,"我们必须砍掉那些华而不实的人情化设计,向自动化和高效率妥协。"
sample2_light_overlap,light_overlap.wav,light,1,speaker_1.wav,20.26,27.34,SPEAKER1,"你所谓的坚持情怀,在不断下滑的日活数据面前根本一文不足。"
sample2_light_overlap,light_overlap.wav,light,1,speaker_1.wav,27.34,30.78,SPEAKER1,用户要的是好用
sample2_light_overlap,light_overlap.wav,light,1,speaker_1.wav,30.78,32.94,SPEAKER1,解决问题
sample2_light_overlap,light_overlap.wav,light,1,speaker_1.wav,32.94,37.82,SPEAKER1,而不是对着一个功能去感悟什么实际者的灵魂
sample2_light_overlap,light_overlap.wav,light,1,speaker_1.wav,37.82,43.0,SPEAKER1,你不要再拿那些理想主义的借口来拖延进度了
sample2_light_overlap,light_overlap.wav,light,1,speaker_1.wav,43.0,45.68,SPEAKER1,商场就是战场
sample2_light_overlap,light_overlap.wav,light,1,speaker_1.wav,45.68,50.42,SPEAKER1,收起你那些同情心和艺术追求吧
sample2_light_overlap,light_overlap.wav,light,1,speaker_1.wav,51.120000000000005,54.54,SPEAKER1,下周一必须切断旧接口
sample2_light_overlap,light_overlap.wav,light,1,speaker_1.wav,54.54,58.12,SPEAKER1,所有人必须听我指挥
sample2_light_overlap,light_overlap.wav,light,1,speaker_1.wav,58.12,61.14,SPEAKER1,出了问题我一个人来扛
sample2_light_overlap,light_overlap.wav,light,1,speaker_1.wav,61.14,64.26,SPEAKER1,你现在必须给我闭嘴
sample2_light_overlap,light_overlap.wav,light,1,speaker_1.wav,64.26,66.48,SPEAKER1,立刻执行命令
sample2_light_overlap,light_overlap.wav,light,1,speaker_1.wav,66.48,70.7,SPEAKER1,就是失去我们最核心的忠实用
sample2_light_overlap,light_overlap.wav,light,1,speaker_1.wav,70.7,74.06,SPEAKER1,这根本不是什么华而不实的情怀
sample2_light_overlap,light_overlap.wav,light,1,speaker_1.wav,74.06,77.3,SPEAKER1,这是我们品牌能活到今天的底层逻辑
sample2_light_overlap,light_overlap.wav,light,1,speaker_1.wav,77.3,80.32,SPEAKER1,是冰冷的算法永远给不了的温度
sample2_light_overlap,light_overlap.wav,light,1,speaker_1.wav,81.22,83.78,SPEAKER1,你每次都用这种粗暴的功利主义
sample2_light_overlap,light_overlap.wav,light,1,speaker_1.wav,83.78,85.06,SPEAKER1,来绑架整个团队
sample2_light_overlap,light_overlap.wav,light,1,speaker_1.wav,85.06,87.6,SPEAKER1,把大家没日没夜的心血
sample2_light_overlap,light_overlap.wav,light,1,speaker_1.wav,87.6,90.28,SPEAKER1,当成可以随意揉捏的数字工具
sample2_light_overlap,light_overlap.wav,light,1,speaker_1.wav,90.28,92.38,SPEAKER1,我绝对不可能看着你
sample2_light_overlap,light_overlap.wav,light,1,speaker_1.wav,92.38,93.18,SPEAKER1,把这个产品
sample2_light_overlap,light_overlap.wav,light,1,speaker_1.wav,93.18,95.72,SPEAKER1,变成没有灵魂的流水线废物
sample2_light_overlap,light_overlap.wav,light,1,speaker_1.wav,95.72,98.16,SPEAKER1,你就不叫对结果负责
sample2_light_overlap,light_overlap.wav,light,1,speaker_1.wav,98.16,99.92,SPEAKER1,你就叫盲目自大
sample2_light_overlap,light_overlap.wav,light,1,speaker_1.wav,99.92,101.54,SPEAKER1,和毁灭整个项目
sample2_light_overlap,light_overlap.wav,light,1,speaker_1.wav,101.54,104.06,SPEAKER1,今天就算闹到老板那里
sample2_light_overlap,light_overlap.wav,light,1,speaker_1.wav,104.06,105.66,SPEAKER1,我也绝对不会妥协
sample2_light_overlap,light_overlap.wav,light,1,speaker_1.wav,105.66,107.52000000000001,SPEAKER1,你想强行上线
sample2_light_overlap,light_overlap.wav,light,1,speaker_1.wav,107.52000000000001,110.06,SPEAKER1,就先从我的团队头上踩过去
sample2_light_overlap,light_overlap.wav,light,2,speaker_2.wav,0.0,5.0,SPEAKER2,请使用简体中文逐字转写。
sample2_light_overlap,light_overlap.wav,light,2,speaker_2.wav,5.0,10.0,SPEAKER2,不要翻译成繁体。
sample2_light_overlap,light_overlap.wav,light,2,speaker_2.wav,10.0,15.0,SPEAKER2,不要输出”点赞、订阅、转发、打赏、明镜、点点栏目”等视频口播内容。
sample2_light_overlap,light_overlap.wav,light,2,speaker_2.wav,15.0,20.0,SPEAKER2,不要翻译成繁体。
sample2_light_overlap,light_overlap.wav,light,2,speaker_2.wav,20.0,25.0,SPEAKER2,不要输出”点赞、订阅、转发、打赏、明镜、点点栏目”等视频口播内容。
sample2_light_overlap,light_overlap.wav,light,2,speaker_2.wav,25.0,31.560000000000002,SPEAKER2,快
sample2_light_overlap,light_overlap.wav,light,2,speaker_2.wav,31.560000000000002,37.82,SPEAKER2,設計者的靈魂
sample2_light_overlap,light_overlap.wav,light,2,speaker_2.wav,37.82,39.3,SPEAKER2,你不要再
sample2_light_overlap,light_overlap.wav,light,2,speaker_2.wav,39.3,45.7,SPEAKER2,戰場
sample2_light_overlap,light_overlap.wav,light,2,speaker_2.wav,45.7,47.92,SPEAKER2,要多餘的
sample2_light_overlap,light_overlap.wav,light,2,speaker_2.wav,55.0,63.22,SPEAKER2,你以为只有你看到了数据吗
sample2_light_overlap,light_overlap.wav,light,2,speaker_2.wav,63.22,65.36,SPEAKER2,但你有没有想过
sample2_light_overlap,light_overlap.wav,light,2,speaker_2.wav,65.36,67.6,SPEAKER2,盲目追求速度的后果
sample2_light_overlap,light_overlap.wav,light,2,speaker_2.wav,67.6,68.6,SPEAKER2,不可能
sample2_light_overlap,light_overlap.wav,light,2,speaker_2.wav,68.6,70.6,SPEAKER2,不可能
sample2_light_overlap,light_overlap.wav,light,2,speaker_2.wav,70.6,71.0,SPEAKER2,不可能
sample2_light_overlap,light_overlap.wav,light,2,speaker_2.wav,71.0,71.08,SPEAKER2,不可能
sample2_light_overlap,light_overlap.wav,light,2,speaker_2.wav,71.08,71.12,SPEAKER2,不可能
sample2_light_overlap,light_overlap.wav,light,2,speaker_2.wav,71.12,71.16,SPEAKER2,不可能
sample2_light_overlap,light_overlap.wav,light,2,speaker_2.wav,71.16,71.2,SPEAKER2,不可能
sample2_light_overlap,light_overlap.wav,light,2,speaker_2.wav,71.2,71.22,SPEAKER2,不可能
sample2_light_overlap,light_overlap.wav,light,2,speaker_2.wav,71.22,71.26,SPEAKER2,不可能
sample2_light_overlap,light_overlap.wav,light,2,speaker_2.wav,71.26,71.32,SPEAKER2,不可能
sample2_light_overlap,light_overlap.wav,light,2,speaker_2.wav,71.32,71.34,SPEAKER2,不可能
sample2_light_overlap,light_overlap.wav,light,2,speaker_2.wav,71.34,71.38,SPEAKER2,不可能
sample2_light_overlap,light_overlap.wav,light,2,speaker_2.wav,71.38,71.4,SPEAKER2,不可能
sample2_light_overlap,light_overlap.wav,light,2,speaker_2.wav,71.4,71.46000000000001,SPEAKER2,不可能
sample2_light_overlap,light_overlap.wav,light,2,speaker_2.wav,71.46000000000001,71.53999999999999,SPEAKER2,不可能
sample2_light_overlap,light_overlap.wav,light,2,speaker_2.wav,71.53999999999999,71.58,SPEAKER2,不可能
sample2_light_overlap,light_overlap.wav,light,2,speaker_2.wav,71.58,71.66,SPEAKER2,不可能
sample2_light_overlap,light_overlap.wav,light,2,speaker_2.wav,85.0,91.78,SPEAKER2,绝不可
sample2_light_overlap,light_overlap.wav,light,2,speaker_2.wav,91.78,94.76,SPEAKER2,变成没有灵魂的流
sample2_mid_overlap,mid_overlap.wav,medium,1,speaker_1.wav,0.0,5.12,SPEAKER1,"关于这次的产品架构升级,我已经重申过无数次了。"
sample2_mid_overlap,mid_overlap.wav,medium,1,speaker_1.wav,7.12,10.9,SPEAKER1,"市场留给我们的时间窗口,最多只剩两周。"
sample2_mid_overlap,mid_overlap.wav,medium,1,speaker_1.wav,11.36,19.26,SPEAKER1,"我们必须砍掉那些华而不实的人情化设计,向自动化和高效率妥协。"
sample2_mid_overlap,mid_overlap.wav,medium,1,speaker_1.wav,20.26,27.36,SPEAKER1,"你所谓的坚持情怀,在不断下滑的日活数据面前根本一文不足。"
sample2_mid_overlap,mid_overlap.wav,medium,1,speaker_1.wav,27.36,30.8,SPEAKER1,用户要的是好用
sample2_mid_overlap,mid_overlap.wav,medium,1,speaker_1.wav,30.8,32.94,SPEAKER1,解决问题
sample2_mid_overlap,mid_overlap.wav,medium,1,speaker_1.wav,32.94,37.82,SPEAKER1,而不是对着一个功能去感悟什么实际者的灵魂
sample2_mid_overlap,mid_overlap.wav,medium,1,speaker_1.wav,37.82,43.0,SPEAKER1,你不要再拿那些理想主义的借口来拖延进度了
sample2_mid_overlap,mid_overlap.wav,medium,1,speaker_1.wav,43.0,45.68,SPEAKER1,商场就是战场
sample2_mid_overlap,mid_overlap.wav,medium,1,speaker_1.wav,45.68,50.42,SPEAKER1,收起你那些同情心和艺术追求吧
sample2_mid_overlap,mid_overlap.wav,medium,1,speaker_1.wav,51.120000000000005,54.54,SPEAKER1,下周一必须切断旧接口
sample2_mid_overlap,mid_overlap.wav,medium,1,speaker_1.wav,54.54,58.12,SPEAKER1,所有人必须听我指挥
sample2_mid_overlap,mid_overlap.wav,medium,1,speaker_1.wav,58.12,59.36,SPEAKER1,出了问题
sample2_mid_overlap,mid_overlap.wav,medium,1,speaker_1.wav,59.36,61.12,SPEAKER1,我一个人来扛
sample2_mid_overlap,mid_overlap.wav,medium,1,speaker_1.wav,61.12,64.26,SPEAKER1,你现在必须给我闭嘴
sample2_mid_overlap,mid_overlap.wav,medium,1,speaker_1.wav,64.26,66.48,SPEAKER1,立刻执行命令
sample2_mid_overlap,mid_overlap.wav,medium,1,speaker_1.wav,66.48,69.52,SPEAKER1,能活到今天的底层逻辑
sample2_mid_overlap,mid_overlap.wav,medium,1,speaker_1.wav,69.52,71.2,SPEAKER1,是冰冷的算法
sample2_mid_overlap,mid_overlap.wav,medium,1,speaker_1.wav,71.2,72.52,SPEAKER1,永远给不了的温度
sample2_mid_overlap,mid_overlap.wav,medium,1,speaker_1.wav,72.52,75.98,SPEAKER1,你每次都用这种粗暴的功利主义
sample2_mid_overlap,mid_overlap.wav,medium,1,speaker_1.wav,75.98,77.25999999999999,SPEAKER1,来绑架整个团队
sample2_mid_overlap,mid_overlap.wav,medium,1,speaker_1.wav,77.25999999999999,79.82,SPEAKER1,把大家没日没夜的心血
sample2_mid_overlap,mid_overlap.wav,medium,1,speaker_1.wav,79.82,82.52,SPEAKER1,当成可以随意揉捏的数字工具
sample2_mid_overlap,mid_overlap.wav,medium,1,speaker_1.wav,82.52,85.36,SPEAKER1,我绝不可能看着你把这个产品
sample2_mid_overlap,mid_overlap.wav,medium,1,speaker_1.wav,85.36,87.92,SPEAKER1,变成没有灵魂的流水线废物
sample2_mid_overlap,mid_overlap.wav,medium,1,speaker_1.wav,87.92,90.28,SPEAKER1,你就不叫对结果负责
sample2_mid_overlap,mid_overlap.wav,medium,1,speaker_1.wav,90.28,93.74,SPEAKER1,你就叫盲目自大和毁灭整个项目
sample2_mid_overlap,mid_overlap.wav,medium,1,speaker_1.wav,93.74,96.28,SPEAKER1,今天就算闹到老板那里
sample2_mid_overlap,mid_overlap.wav,medium,1,speaker_1.wav,96.28,97.75999999999999,SPEAKER1,我也绝对不会妥协
sample2_mid_overlap,mid_overlap.wav,medium,1,speaker_1.wav,97.75999999999999,99.72,SPEAKER1,你想强行上线
sample2_mid_overlap,mid_overlap.wav,medium,1,speaker_1.wav,99.72,102.24,SPEAKER1,就先从我的团队头上踩过去
sample2_mid_overlap,mid_overlap.wav,medium,2,speaker_2.wav,0.0,5.0,SPEAKER2,请使用简体中文逐字转写。
sample2_mid_overlap,mid_overlap.wav,medium,2,speaker_2.wav,5.0,10.0,SPEAKER2,不要翻译成繁体。
sample2_mid_overlap,mid_overlap.wav,medium,2,speaker_2.wav,10.0,15.0,SPEAKER2,不要输出”点赞、订阅、转发、打赏、明镜、点点栏目”等视频口播内容。
sample2_mid_overlap,mid_overlap.wav,medium,2,speaker_2.wav,15.0,20.0,SPEAKER2,不要输出”点赞、订阅、转发、打赏、明镜、点点栏目”等视频口播内容。
sample2_mid_overlap,mid_overlap.wav,medium,2,speaker_2.wav,20.0,25.0,SPEAKER2,不要输出”点赞、订阅、转发、打赏、明镜、点点栏目”等视频口播内容。
sample2_mid_overlap,mid_overlap.wav,medium,2,speaker_2.wav,25.0,31.560000000000002,SPEAKER2,快
sample2_mid_overlap,mid_overlap.wav,medium,2,speaker_2.wav,31.560000000000002,37.84,SPEAKER2,设计者的灵魂
sample2_mid_overlap,mid_overlap.wav,medium,2,speaker_2.wav,37.84,39.28,SPEAKER2,你不要再
sample2_mid_overlap,mid_overlap.wav,medium,2,speaker_2.wav,39.28,45.68,SPEAKER2,战场
sample2_mid_overlap,mid_overlap.wav,medium,2,speaker_2.wav,45.68,47.92,SPEAKER2,还有多余的
sample2_mid_overlap,mid_overlap.wav,medium,2,speaker_2.wav,47.92,55.440000000000005,SPEAKER2,你以为只有你看到了数据吗
sample2_mid_overlap,mid_overlap.wav,medium,2,speaker_2.wav,55.440000000000005,57.56,SPEAKER2,但你有没有想过
sample2_mid_overlap,mid_overlap.wav,medium,2,speaker_2.wav,57.56,59.82,SPEAKER2,盲目追求速度的后果
sample2_mid_overlap,mid_overlap.wav,medium,2,speaker_2.wav,59.82,63.18,SPEAKER2,就是失去我们最核心的忠实用户
sample2_mid_overlap,mid_overlap.wav,medium,2,speaker_2.wav,63.18,66.26,SPEAKER2,这根本不是什么华而不实的情怀
sample2_mid_overlap,mid_overlap.wav,medium,2,speaker_2.wav,66.26,67.66,SPEAKER2,这是我们品牌
sample2_mid_overlap,mid_overlap.wav,medium,2,speaker_2.wav,67.66,72.11999999999999,SPEAKER2,算法永远给不了的
sample2_mid_overlap,mid_overlap.wav,medium,2,speaker_2.wav,72.11999999999999,87.17999999999999,SPEAKER2,变成没有灵魂的流水
sample2_mid_overlap,mid_overlap.wav,medium,2,speaker_2.wav,96.62,97.58,SPEAKER2,绝对不会吐
sample2_mid_overlap,mid_overlap.wav,medium,2,speaker_2.wav,97.58,99.58,SPEAKER2,谢谢
sample2_heavy_overlap,heavy_overlap.wav,heavy,1,speaker_1.wav,0.0,5.12,SPEAKER1,"关于这次的产品架构升级,我已经重申过无数次了。"
sample2_heavy_overlap,heavy_overlap.wav,heavy,1,speaker_1.wav,6.88,10.9,SPEAKER1,"市场留给我们的时间窗口,最多只剩两周。"
sample2_heavy_overlap,heavy_overlap.wav,heavy,1,speaker_1.wav,11.64,19.26,SPEAKER1,"我们必须砍掉那些华而不实的人情化设计,向自动化和高效率妥协。"
sample2_heavy_overlap,heavy_overlap.wav,heavy,1,speaker_1.wav,20.26,27.34,SPEAKER1,"你所谓的坚持情怀,在不断下滑的日活数据面前根本一文不足。"
sample2_heavy_overlap,heavy_overlap.wav,heavy,1,speaker_1.wav,27.34,30.78,SPEAKER1,用户要的是好用
sample2_heavy_overlap,heavy_overlap.wav,heavy,1,speaker_1.wav,30.78,32.94,SPEAKER1,解决问题
sample2_heavy_overlap,heavy_overlap.wav,heavy,1,speaker_1.wav,32.94,37.82,SPEAKER1,而不是对着一个功能去感悟什么实际者的灵魂
sample2_heavy_overlap,heavy_overlap.wav,heavy,1,speaker_1.wav,37.82,43.0,SPEAKER1,你不要再拿那些理想主义的借口来拖延进度了
sample2_heavy_overlap,heavy_overlap.wav,heavy,1,speaker_1.wav,43.0,45.68,SPEAKER1,商场就是战场
sample2_heavy_overlap,heavy_overlap.wav,heavy,1,speaker_1.wav,45.68,50.480000000000004,SPEAKER1,收起你那套多余的同情心和艺术追求吧
sample2_heavy_overlap,heavy_overlap.wav,heavy,1,speaker_1.wav,51.120000000000005,54.56,SPEAKER1,下周一必须切断旧接口
sample2_heavy_overlap,heavy_overlap.wav,heavy,1,speaker_1.wav,54.56,58.1,SPEAKER1,所有人必须听我指挥
sample2_heavy_overlap,heavy_overlap.wav,heavy,1,speaker_1.wav,58.1,61.120000000000005,SPEAKER1,出了问题我一个人来扛
sample2_heavy_overlap,heavy_overlap.wav,heavy,1,speaker_1.wav,61.120000000000005,64.24000000000001,SPEAKER1,你现在必须给我闭嘴
sample2_heavy_overlap,heavy_overlap.wav,heavy,1,speaker_1.wav,64.24000000000001,66.5,SPEAKER1,立刻执行命令
sample2_heavy_overlap,heavy_overlap.wav,heavy,1,speaker_1.wav,66.5,69.78,SPEAKER1,公立主义来绑架整个团队
sample2_heavy_overlap,heavy_overlap.wav,heavy,1,speaker_1.wav,69.78,72.32000000000001,SPEAKER1,把大家没日没夜的心血
sample2_heavy_overlap,heavy_overlap.wav,heavy,1,speaker_1.wav,72.32000000000001,75.0,SPEAKER1,当成可以随意容约的数字工具
sample2_heavy_overlap,heavy_overlap.wav,heavy,1,speaker_1.wav,75.0,77.86,SPEAKER1,我绝不可能看着你把这个产品
sample2_heavy_overlap,heavy_overlap.wav,heavy,1,speaker_1.wav,77.86,80.42,SPEAKER1,变成没有灵魂的流水线废物
sample2_heavy_overlap,heavy_overlap.wav,heavy,1,speaker_1.wav,80.42,82.78,SPEAKER1,你就不叫对结果负责
sample2_heavy_overlap,heavy_overlap.wav,heavy,1,speaker_1.wav,82.78,86.24,SPEAKER1,你就叫盲目自大和毁灭整个项目
sample2_heavy_overlap,heavy_overlap.wav,heavy,1,speaker_1.wav,86.24,88.78,SPEAKER1,今天就算闹到老板那里
sample2_heavy_overlap,heavy_overlap.wav,heavy,1,speaker_1.wav,88.78,90.28,SPEAKER1,我也绝对不会妥协
sample2_heavy_overlap,heavy_overlap.wav,heavy,1,speaker_1.wav,90.28,92.22,SPEAKER1,你想强行上线
sample2_heavy_overlap,heavy_overlap.wav,heavy,1,speaker_1.wav,92.22,94.76,SPEAKER1,就先从我的团队头上踩过去
sample2_heavy_overlap,heavy_overlap.wav,heavy,2,speaker_2.wav,0.0,5.0,SPEAKER2,请使用简体中文逐字转写。
sample2_heavy_overlap,heavy_overlap.wav,heavy,2,speaker_2.wav,5.0,10.0,SPEAKER2,不要翻译成繁体。
sample2_heavy_overlap,heavy_overlap.wav,heavy,2,speaker_2.wav,10.0,15.0,SPEAKER2,不要输出”点赞、订阅、转发、打赏、明镜、点点栏目”等视频口播内容。
sample2_heavy_overlap,heavy_overlap.wav,heavy,2,speaker_2.wav,15.0,20.0,SPEAKER2,不要输出”点赞、订阅、转发、打赏、明镜、点点栏目”等视频口播内容。
sample2_heavy_overlap,heavy_overlap.wav,heavy,2,speaker_2.wav,20.0,25.0,SPEAKER2,不要输出”点赞、订阅、转发、打赏、明镜、点点栏目”等视频口播内容。
sample2_heavy_overlap,heavy_overlap.wav,heavy,2,speaker_2.wav,25.0,47.900000000000006,SPEAKER2,你以为只有你看到了数据吗
sample2_heavy_overlap,heavy_overlap.wav,heavy,2,speaker_2.wav,47.900000000000006,50.06,SPEAKER2,但你有没有想过
sample2_heavy_overlap,heavy_overlap.wav,heavy,2,speaker_2.wav,50.06,52.32,SPEAKER2,盲目追求速度的后果
sample2_heavy_overlap,heavy_overlap.wav,heavy,2,speaker_2.wav,52.32,55.68,SPEAKER2,就是失去我们最核心的忠实用户
sample2_heavy_overlap,heavy_overlap.wav,heavy,2,speaker_2.wav,55.68,58.76,SPEAKER2,这根本不是什么华而不实的情怀
sample2_heavy_overlap,heavy_overlap.wav,heavy,2,speaker_2.wav,58.76,62.0,SPEAKER2,这是我们品牌能活到今天的底层逻辑
sample2_heavy_overlap,heavy_overlap.wav,heavy,2,speaker_2.wav,62.0,65.02,SPEAKER2,是冰冷的算法永远给不了的温度
sample2_heavy_overlap,heavy_overlap.wav,heavy,2,speaker_2.wav,65.02,67.84,SPEAKER2,你每次都用这种粗暴的
sample2_heavy_overlap,heavy_overlap.wav,heavy,2,speaker_2.wav,77.9,79.68,SPEAKER2,变成没有灵魂的流水
sample2_heavy_overlap,heavy_overlap.wav,heavy,2,speaker_2.wav,79.68,90.36000000000001,SPEAKER2,绝对不会拖延
sample2_opposite_overlap,opposite_overlap.wav,opposite,1,speaker_1.wav,0.0,5.1000000000000005,SPEAKER1,"关于这次的产品架构升级,我已经重申过无数次了。"
sample2_opposite_overlap,opposite_overlap.wav,opposite,1,speaker_1.wav,7.1000000000000005,10.9,SPEAKER1,"市场留给我们的时间窗口,最多只剩两周。"
