sample_id,audio_path,overlap_level,pipeline,model,segment_index,start,end,speaker,text
sample2_no_overlap,no_overlap.wav,none,diarization_asr,faster-whisper+pyannote+full_asr_align,15,64.26,66.44,SPEAKER_00,立刻执行命令
sample2_no_overlap,no_overlap.wav,none,diarization_asr,faster-whisper+pyannote+full_asr_align,16,66.44,68.64,SPEAKER_01,你以为只有你看到了数据吗
sample2_no_overlap,no_overlap.wav,none,diarization_asr,faster-whisper+pyannote+full_asr_align,17,68.64,70.78,SPEAKER_01,但你有没有想过
sample2_no_overlap,no_overlap.wav,none,diarization_asr,faster-whisper+pyannote+full_asr_align,18,70.78,73.02,SPEAKER_01,盲目追求速度的后果
sample2_no_overlap,no_overlap.wav,none,diarization_asr,faster-whisper+pyannote+full_asr_align,19,73.02,76.38,SPEAKER_01,就是失去我们最核心的忠实用户
sample2_no_overlap,no_overlap.wav,none,diarization_asr,faster-whisper+pyannote+full_asr_align,20,76.38,78.25999999999999,SPEAKER_01,这根本不是什么
sample2_no_overlap,no_overlap.wav,none,diarization_asr,faster-whisper+pyannote+full_asr_align,21,78.25999999999999,79.46000000000001,SPEAKER_01,华而不实的情怀
sample2_no_overlap,no_overlap.wav,none,diarization_asr,faster-whisper+pyannote+full_asr_align,22,79.46000000000001,80.86,SPEAKER_01,这是我们品牌
sample2_no_overlap,no_overlap.wav,none,diarization_asr,faster-whisper+pyannote+full_asr_align,23,80.86,82.7,SPEAKER_01,能活到今天的底层逻辑
sample2_no_overlap,no_overlap.wav,none,diarization_asr,faster-whisper+pyannote+full_asr_align,24,82.7,85.72,SPEAKER_01,是冰冷的算法永远给不了的温度
sample2_no_overlap,no_overlap.wav,none,diarization_asr,faster-whisper+pyannote+full_asr_align,25,85.72,90.46000000000001,SPEAKER_01,你每次都用这种粗暴的功利主义来绑架整个团队
sample2_no_overlap,no_overlap.wav,none,diarization_asr,faster-whisper+pyannote+full_asr_align,26,90.46000000000001,93.0,SPEAKER_01,把大家没日没夜的心血
sample2_no_overlap,no_overlap.wav,none,diarization_asr,faster-whisper+pyannote+full_asr_align,27,93.0,95.72,SPEAKER_01,当成可以随意揉捏的数字工具
sample2_no_overlap,no_overlap.wav,none,diarization_asr,faster-whisper+pyannote+full_asr_align,28,95.72,98.56,SPEAKER_01,我绝不可能看着你把这个产品
sample2_no_overlap,no_overlap.wav,none,diarization_asr,faster-whisper+pyannote+full_asr_align,29,98.56,101.12,SPEAKER_01,变成没有灵魂的流水线废物
sample2_no_overlap,no_overlap.wav,none,diarization_asr,faster-whisper+pyannote+full_asr_align,30,101.12,103.56,SPEAKER_01,你就不叫对结果负责
sample2_no_overlap,no_overlap.wav,none,diarization_asr,faster-whisper+pyannote+full_asr_align,31,103.56,106.96000000000001,SPEAKER_01,你就叫盲目自大和毁灭整个项目
sample2_no_overlap,no_overlap.wav,none,diarization_asr,faster-whisper+pyannote+full_asr_align,32,106.96000000000001,109.46000000000001,SPEAKER_01,今天就算闹到老板那里
sample2_no_overlap,no_overlap.wav,none,diarization_asr,faster-whisper+pyannote+full_asr_align,33,109.46000000000001,111.06,SPEAKER_01,我也绝对不会妥协
sample2_no_overlap,no_overlap.wav,none,diarization_asr,faster-whisper+pyannote+full_asr_align,34,111.06,112.92,SPEAKER_01,你想强行上线
sample2_no_overlap,no_overlap.wav,none,diarization_asr,faster-whisper+pyannote+full_asr_align,35,112.92,115.60000000000001,SPEAKER_01,就先从我的团队头上踩过去
sample2_no_overlap,no_overlap.wav,none,diarization_turn_asr,faster-whisper+pyannote+turn_asr,1,0.03096875,5.11034375,SPEAKER_00,"关于这次的产品架构升级,我已经重申过无数次了。"
sample2_no_overlap,no_overlap.wav,none,diarization_turn_asr,faster-whisper+pyannote+turn_asr,2,7.152218750000001,11.05034375,SPEAKER_00,"市场留给我们的时间窗口,最多只剩两周。"
sample2_no_overlap,no_overlap.wav,none,diarization_turn_asr,faster-whisper+pyannote+turn_asr,3,11.691593750000003,15.640343750000003,SPEAKER_00,我们必须砍掉那些华而不实的人情化设计。
sample2_no_overlap,no_overlap.wav,none,diarization_turn_asr,faster-whisper+pyannote+turn_asr,4,16.079093750000002,19.403468750000002,SPEAKER_00,全面向自动化和高效率妥协。
sample2_no_overlap,no_overlap.wav,none,diarization_turn_asr,faster-whisper+pyannote+turn_asr,5,20.23034375,22.17096875,SPEAKER_00,你所谓的坚持情怀
sample2_no_overlap,no_overlap.wav,none,diarization_turn_asr,faster-whisper+pyannote+turn_asr,6,22.74471875,27.70596875,SPEAKER_00,在不断下滑的日活数据面前根本一文不值。
sample2_no_overlap,no_overlap.wav,none,diarization_turn_asr,faster-whisper+pyannote+turn_asr,7,28.65096875,30.97971875,SPEAKER_00,用户要的是好用。
sample2_no_overlap,no_overlap.wav,none,diarization_turn_asr,faster-whisper+pyannote+turn_asr,8,31.16534375,33.10596875,SPEAKER_00,快!解决问题!
sample2_no_overlap,no_overlap.wav,none,diarization_turn_asr,faster-whisper+pyannote+turn_asr,9,33.494093750000005,37.915343750000005,SPEAKER_00,而不是对着一个功能去感悟什么设计者的灵魂。
sample2_no_overlap,no_overlap.wav,none,diarization_turn_asr,faster-whisper+pyannote+turn_asr,10,38.64096875,42.994718750000004,SPEAKER_00,你不要再拿那些理想主义的借口来拖延进度了。
sample2_no_overlap,no_overlap.wav,none,diarization_turn_asr,faster-whisper+pyannote+turn_asr,11,43.97346875,45.77909375,SPEAKER_00,商场就是战场。
sample2_no_overlap,no_overlap.wav,none,diarization_turn_asr,faster-whisper+pyannote+turn_asr,12,46.21784375,50.487218750000004,SPEAKER_00,收起你那套多余的同情心和艺术追求吧。
sample2_no_overlap,no_overlap.wav,none,diarization_turn_asr,faster-whisper+pyannote+turn_asr,13,51.38159375,54.73971875,SPEAKER_00,下周一必须切断旧接口。
sample2_no_overlap,no_overlap.wav,none,diarization_turn_asr,faster-whisper+pyannote+turn_asr,14,55.06034375,58.283468750000004,SPEAKER_00,所有人必须听我指挥。
sample2_no_overlap,no_overlap.wav,none,diarization_turn_asr,faster-whisper+pyannote+turn_asr,15,58.604093750000004,64.35846875,SPEAKER_00,出了问题我一个人来扛。你现在必须给我闭嘴。
sample2_no_overlap,no_overlap.wav,none,diarization_turn_asr,faster-whisper+pyannote+turn_asr,16,64.74659375,66.60284375,SPEAKER_00,立刻执行命令。
sample2_no_overlap,no_overlap.wav,none,diarization_turn_asr,faster-whisper+pyannote+turn_asr,17,66.60284375,68.64471875000001,SPEAKER_01,你以为只有你看到了数据吗?
sample2_no_overlap,no_overlap.wav,none,diarization_turn_asr,faster-whisper+pyannote+turn_asr,18,69.67409375,70.77096875000001,SPEAKER_01,但你有没有想过?
sample2_no_overlap,no_overlap.wav,none,diarization_turn_asr,faster-whisper+pyannote+turn_asr,19,71.22659375,73.06596875000001,SPEAKER_01,盲目追求速度的后果。
sample2_no_overlap,no_overlap.wav,none,diarization_turn_asr,faster-whisper+pyannote+turn_asr,20,73.57221875,76.40721875,SPEAKER_01,就是失去我们最核心的忠实用户。
sample2_no_overlap,no_overlap.wav,none,diarization_turn_asr,faster-whisper+pyannote+turn_asr,21,77.38596875,79.52909375,SPEAKER_01,这根本不是什么华而不实的情怀。
sample2_no_overlap,no_overlap.wav,none,diarization_turn_asr,faster-whisper+pyannote+turn_asr,22,79.91721875,82.85346875,SPEAKER_01,这是我们品牌能活到今天的底层逻辑。
sample2_no_overlap,no_overlap.wav,none,diarization_turn_asr,faster-whisper+pyannote+turn_asr,23,83.20784375000001,85.85721875,SPEAKER_01,是冰冷的算法永远给不了的温度。
sample2_no_overlap,no_overlap.wav,none,diarization_turn_asr,faster-whisper+pyannote+turn_asr,24,86.97096875000001,90.49784375,SPEAKER_01,你每次都用这种粗暴的功利主义来绑架整个团队。
sample2_no_overlap,no_overlap.wav,none,diarization_turn_asr,faster-whisper+pyannote+turn_asr,25,91.25721875,93.11346875000001,SPEAKER_01,"把大家没日没夜的心血,"
sample2_no_overlap,no_overlap.wav,none,diarization_turn_asr,faster-whisper+pyannote+turn_asr,26,93.40034375,95.81346875000001,SPEAKER_01,当成可以随意揉捏的数字工具。
sample2_no_overlap,no_overlap.wav,none,diarization_turn_asr,faster-whisper+pyannote+turn_asr,27,96.60659375,98.63159375000001,SPEAKER_01,我绝不可能看着你把这个产品
sample2_no_overlap,no_overlap.wav,none,diarization_turn_asr,faster-whisper+pyannote+turn_asr,28,98.80034375000001,101.11221875000001,SPEAKER_01,变成没有灵魂的流水线废物。
sample2_no_overlap,no_overlap.wav,none,diarization_turn_asr,faster-whisper+pyannote+turn_asr,29,102.10784375,103.62659375000001,SPEAKER_01,你就不叫对结果负责。
sample2_no_overlap,no_overlap.wav,none,diarization_turn_asr,faster-whisper+pyannote+turn_asr,30,104.09909375000001,107.01846875000001,SPEAKER_01,你就叫盲目自大和毁灭整个项目。
sample2_no_overlap,no_overlap.wav,none,diarization_turn_asr,faster-whisper+pyannote+turn_asr,31,107.77784375,111.15284375,SPEAKER_01,"今天就算闹到老板那里,我也绝对不会妥协。"
sample2_no_overlap,no_overlap.wav,none,diarization_turn_asr,faster-whisper+pyannote+turn_asr,32,111.69284375000001,115.52346875,SPEAKER_01,"你想强行上线,就先从我的团队头上踩过去。"
sample2_light_overlap,light_overlap.wav,light,diarization_asr,faster-whisper+pyannote+full_asr_align,1,0.0,5.12,SPEAKER_01,"关于这次的产品架构升级,我已经重申过无数次了。"
sample2_light_overlap,light_overlap.wav,light,diarization_asr,faster-whisper+pyannote+full_asr_align,2,6.92,10.9,SPEAKER_01,"市场留给我们的时间窗口,最多只剩两周。"
sample2_light_overlap,light_overlap.wav,light,diarization_asr,faster-whisper+pyannote+full_asr_align,3,11.36,19.26,SPEAKER_01,"我们必须砍掉那些华而不实的人情化设计,全面向自动化和高效率妥协。"
sample2_light_overlap,light_overlap.wav,light,diarization_asr,faster-whisper+pyannote+full_asr_align,4,20.26,27.54,SPEAKER_01,"你所谓的坚持情怀,在不断下滑的日活数据面前根本一文不值。"
sample2_light_overlap,light_overlap.wav,light,diarization_asr,faster-whisper+pyannote+full_asr_align,5,27.54,30.78,SPEAKER_01,用户要的是好用
sample2_light_overlap,light_overlap.wav,light,diarization_asr,faster-whisper+pyannote+full_asr_align,6,30.78,31.56,SPEAKER_01,快
sample2_light_overlap,light_overlap.wav,light,diarization_asr,faster-whisper+pyannote+full_asr_align,7,31.56,32.92,SPEAKER_01,解决问题
sample2_light_overlap,light_overlap.wav,light,diarization_asr,faster-whisper+pyannote+full_asr_align,8,32.92,37.82,SPEAKER_01,而不是对着一个功能去感悟什么设计者的灵魂
sample2_light_overlap,light_overlap.wav,light,diarization_asr,faster-whisper+pyannote+full_asr_align,9,37.82,43.019999999999996,SPEAKER_01,你不要再拿那些理想主义的借口来拖延进度了
sample2_light_overlap,light_overlap.wav,light,diarization_asr,faster-whisper+pyannote+full_asr_align,10,43.019999999999996,45.7,SPEAKER_01,商场就是战场
sample2_light_overlap,light_overlap.wav,light,diarization_asr,faster-whisper+pyannote+full_asr_align,11,45.7,50.44,SPEAKER_01,收洗你那套多余的同情心和艺术追求吧
sample2_light_overlap,light_overlap.wav,light,diarization_asr,faster-whisper+pyannote+full_asr_align,12,51.08,54.54,SPEAKER_01,下周一必须切断旧接口
sample2_light_overlap,light_overlap.wav,light,diarization_asr,faster-whisper+pyannote+full_asr_align,13,54.54,58.1,SPEAKER_01,所有人必须听我指挥
sample2_light_overlap,light_overlap.wav,light,diarization_asr,faster-whisper+pyannote+full_asr_align,14,58.1,59.36,SPEAKER_01,出了问题
sample2_light_overlap,light_overlap.wav,light,diarization_asr,faster-whisper+pyannote+full_asr_align,15,59.36,61.16,SPEAKER_01,我一个人来扛
sample2_light_overlap,light_overlap.wav,light,diarization_asr,faster-whisper+pyannote+full_asr_align,16,61.16,63.18,SPEAKER_00,你以为只有你看到了数据吗
sample2_light_overlap,light_overlap.wav,light,diarization_asr,faster-whisper+pyannote+full_asr_align,17,63.18,65.28,SPEAKER_01,但你有没有想过
sample2_light_overlap,light_overlap.wav,light,diarization_asr,faster-whisper+pyannote+full_asr_align,18,65.28,67.62,SPEAKER_00,盲目追求速度的后果
sample2_light_overlap,light_overlap.wav,light,diarization_asr,faster-whisper+pyannote+full_asr_align,19,67.62,70.98,SPEAKER_00,就是失去我们最核心的忠实用户
sample2_light_overlap,light_overlap.wav,light,diarization_asr,faster-whisper+pyannote+full_asr_align,20,70.98,74.06,SPEAKER_00,这根本不是什么华而不实的情怀
sample2_light_overlap,light_overlap.wav,light,diarization_asr,faster-whisper+pyannote+full_asr_align,21,74.06,77.3,SPEAKER_00,这是我们品牌能活到今天的底层逻辑
sample2_light_overlap,light_overlap.wav,light,diarization_asr,faster-whisper+pyannote+full_asr_align,22,77.3,80.32,SPEAKER_00,是冰冷的算法永远给不了的温度
sample2_light_overlap,light_overlap.wav,light,diarization_asr,faster-whisper+pyannote+full_asr_align,23,80.32,83.78,SPEAKER_00,你每次都用这种粗暴的功利主义
sample2_light_overlap,light_overlap.wav,light,diarization_asr,faster-whisper+pyannote+full_asr_align,24,83.78,85.06,SPEAKER_00,来绑架整个团队
sample2_light_overlap,light_overlap.wav,light,diarization_asr,faster-whisper+pyannote+full_asr_align,25,85.06,87.6,SPEAKER_00,把大家没日没夜的心血
sample2_light_overlap,light_overlap.wav,light,diarization_asr,faster-whisper+pyannote+full_asr_align,26,87.6,90.32000000000001,SPEAKER_00,当成可以随意揉捏的数字工具
sample2_light_overlap,light_overlap.wav,light,diarization_asr,faster-whisper+pyannote+full_asr_align,27,90.32000000000001,93.18,SPEAKER_00,我绝不可能看着你把这个产品
sample2_light_overlap,light_overlap.wav,light,diarization_asr,faster-whisper+pyannote+full_asr_align,28,93.18,95.72,SPEAKER_00,变成没有灵魂的流水线废物
sample2_light_overlap,light_overlap.wav,light,diarization_asr,faster-whisper+pyannote+full_asr_align,29,95.72,98.16,SPEAKER_00,你就不叫对结果负责
sample2_light_overlap,light_overlap.wav,light,diarization_asr,faster-whisper+pyannote+full_asr_align,30,98.16,101.56,SPEAKER_00,你就叫盲目自大和毁灭整个项目
sample2_light_overlap,light_overlap.wav,light,diarization_asr,faster-whisper+pyannote+full_asr_align,31,101.56,104.06,SPEAKER_00,今天就算闹到老板那里
sample2_light_overlap,light_overlap.wav,light,diarization_asr,faster-whisper+pyannote+full_asr_align,32,104.06,105.66,SPEAKER_00,我也绝对不会妥协
sample2_light_overlap,light_overlap.wav,light,diarization_asr,faster-whisper+pyannote+full_asr_align,33,105.66,107.52000000000001,SPEAKER_00,你想强行上线
sample2_light_overlap,light_overlap.wav,light,diarization_asr,faster-whisper+pyannote+full_asr_align,34,107.52000000000001,110.06,SPEAKER_00,就先从我的团队头上踩过去
sample2_light_overlap,light_overlap.wav,light,diarization_turn_asr,faster-whisper+pyannote+turn_asr,1,0.03096875,5.11034375,SPEAKER_01,"关于这次的产品架构升级,我已经重申过无数次了。"
sample2_light_overlap,light_overlap.wav,light,diarization_turn_asr,faster-whisper+pyannote+turn_asr,2,7.152218750000001,11.05034375,SPEAKER_01,"市场留给我们的时间窗口,最多只剩两周。"
sample2_light_overlap,light_overlap.wav,light,diarization_turn_asr,faster-whisper+pyannote+turn_asr,3,11.691593750000003,15.640343750000003,SPEAKER_01,我们必须砍掉那些华而不实的人情化设计。
sample2_light_overlap,light_overlap.wav,light,diarization_turn_asr,faster-whisper+pyannote+turn_asr,4,16.079093750000002,19.403468750000002,SPEAKER_01,全面向自动化和高效率妥协。
sample2_light_overlap,light_overlap.wav,light,diarization_turn_asr,faster-whisper+pyannote+turn_asr,5,20.23034375,22.17096875,SPEAKER_01,你所谓的坚持情怀
sample2_light_overlap,light_overlap.wav,light,diarization_turn_asr,faster-whisper+pyannote+turn_asr,6,22.74471875,27.70596875,SPEAKER_01,在不断下滑的日活数据面前根本一文不值。
sample2_light_overlap,light_overlap.wav,light,diarization_turn_asr,faster-whisper+pyannote+turn_asr,7,28.65096875,30.97971875,SPEAKER_01,用户要的是好用。
sample2_light_overlap,light_overlap.wav,light,diarization_turn_asr,faster-whisper+pyannote+turn_asr,8,31.16534375,33.10596875,SPEAKER_01,"快,解决问题。"
sample2_light_overlap,light_overlap.wav,light,diarization_turn_asr,faster-whisper+pyannote+turn_asr,9,33.494093750000005,37.915343750000005,SPEAKER_01,而不是对着一个功能去感悟什么设计者的灵魂。
sample2_light_overlap,light_overlap.wav,light,diarization_turn_asr,faster-whisper+pyannote+turn_asr,10,38.64096875,42.994718750000004,SPEAKER_01,你不要再拿那些理想主义的借口来拖延进度了。
sample2_light_overlap,light_overlap.wav,light,diarization_turn_asr,faster-whisper+pyannote+turn_asr,11,43.97346875,45.77909375,SPEAKER_01,商场就是战场。
sample2_light_overlap,light_overlap.wav,light,diarization_turn_asr,faster-whisper+pyannote+turn_asr,12,46.21784375,50.487218750000004,SPEAKER_01,收起你那套多余的同情心和艺术追求吧。
sample2_light_overlap,light_overlap.wav,light,diarization_turn_asr,faster-whisper+pyannote+turn_asr,13,51.38159375,54.72284375,SPEAKER_01,下周一必须切断旧接口。
sample2_light_overlap,light_overlap.wav,light,diarization_turn_asr,faster-whisper+pyannote+turn_asr,14,55.06034375,58.283468750000004,SPEAKER_01,所有人必须听我指挥。
sample2_light_overlap,light_overlap.wav,light,diarization_turn_asr,faster-whisper+pyannote+turn_asr,15,58.570343750000006,61.18596875,SPEAKER_01,"出了问题,我一个人来扛。"
sample2_light_overlap,light_overlap.wav,light,diarization_turn_asr,faster-whisper+pyannote+turn_asr,16,61.18596875,63.227843750000005,SPEAKER_00,你以为只有你看到了数据吗?
sample2_light_overlap,light_overlap.wav,light,diarization_turn_asr,faster-whisper+pyannote+turn_asr,17,61.236593750000004,61.30409375000001,SPEAKER_01,感谢观看
sample2_light_overlap,light_overlap.wav,light,diarization_turn_asr,faster-whisper+pyannote+turn_asr,18,61.320968750000006,61.439093750000005,SPEAKER_01,感谢观看。
sample2_light_overlap,light_overlap.wav,light,diarization_turn_asr,faster-whisper+pyannote+turn_asr,19,61.658468750000004,62.53596875,SPEAKER_01,感谢观看
sample2_light_overlap,light_overlap.wav,light,diarization_turn_asr,faster-whisper+pyannote+turn_asr,20,62.97471875,66.48471875,SPEAKER_01,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
sample2_light_overlap,light_overlap.wav,light,diarization_turn_asr,faster-whisper+pyannote+turn_asr,21,64.24034375000001,65.50596875000001,SPEAKER_00,但你有没有想过?
sample2_light_overlap,light_overlap.wav,light,diarization_turn_asr,faster-whisper+pyannote+turn_asr,22,65.75909375,67.71659375,SPEAKER_00,盲目追求速度的后果。
sample2_light_overlap,light_overlap.wav,light,diarization_turn_asr,faster-whisper+pyannote+turn_asr,23,68.13846875,71.02409375,SPEAKER_00,就是失去我们最核心的忠实用户。
sample2_light_overlap,light_overlap.wav,light,diarization_turn_asr,faster-whisper+pyannote+turn_asr,24,71.96909375,74.14596875000001,SPEAKER_00,这根本不是什么华而不实的情怀。
sample2_light_overlap,light_overlap.wav,light,diarization_turn_asr,faster-whisper+pyannote+turn_asr,25,74.51721875,77.43659375,SPEAKER_00,这是我们品牌能活到今天的底层逻辑。
sample2_light_overlap,light_overlap.wav,light,diarization_turn_asr,faster-whisper+pyannote+turn_asr,26,77.80784375,80.45721875000001,SPEAKER_00,是冰冷的算法永远给不了的温度。
sample2_light_overlap,light_overlap.wav,light,diarization_turn_asr,faster-whisper+pyannote+turn_asr,27,81.58784375,85.11471875000001,SPEAKER_00,你每次都用这种粗暴的功利主义来绑架整个团队。
sample2_light_overlap,light_overlap.wav,light,diarization_turn_asr,faster-whisper+pyannote+turn_asr,28,85.84034375,87.69659375,SPEAKER_00,"把大家没日没夜的心血,"
sample2_light_overlap,light_overlap.wav,light,diarization_turn_asr,faster-whisper+pyannote+turn_asr,29,88.00034375,90.39659375000001,SPEAKER_00,当成可以随意揉捏的数字工具。
sample2_light_overlap,light_overlap.wav,light,diarization_turn_asr,faster-whisper+pyannote+turn_asr,30,91.20659375000001,93.23159375,SPEAKER_00,我绝不可能看着你把这个产品
sample2_light_overlap,light_overlap.wav,light,diarization_turn_asr,faster-whisper+pyannote+turn_asr,31,93.38346875,95.71221875,SPEAKER_00,变成没有灵魂的流水线废物。
sample2_light_overlap,light_overlap.wav,light,diarization_turn_asr,faster-whisper+pyannote+turn_asr,32,96.70784375000001,98.24346875,SPEAKER_00,你就不叫对结果负责。
sample2_light_overlap,light_overlap.wav,light,diarization_turn_asr,faster-whisper+pyannote+turn_asr,33,98.68221875,101.60159375,SPEAKER_00,你就叫盲目自大和毁灭整个项目。
sample2_light_overlap,light_overlap.wav,light,diarization_turn_asr,faster-whisper+pyannote+turn_asr,34,102.37784375000001,105.75284375000001,SPEAKER_00,"今天就算闹到老板那里,我也绝对不会妥协。"
sample2_light_overlap,light_overlap.wav,light,diarization_turn_asr,faster-whisper+pyannote+turn_asr,35,106.29284375,110.19096875000001,SPEAKER_00,"你想强行上线,就先从我的团队头上踩过去。"
sample2_mid_overlap,mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote+full_asr_align,1,0.0,5.12,SPEAKER_01,"关于这次的产品架构升级,我已经重申过无数次了。"
sample2_mid_overlap,mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote+full_asr_align,2,6.92,10.9,SPEAKER_01,"市场留给我们的时间窗口,最多只剩两周。"
sample2_mid_overlap,mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote+full_asr_align,3,11.36,19.26,SPEAKER_01,"我们必须砍掉那些华而不实的人情化设计,全面向自动化和高效率妥协。"
sample2_mid_overlap,mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote+full_asr_align,4,20.240000000000002,27.54,SPEAKER_01,"你所谓的坚持情怀,在不断下滑的日活数据面前根本一文不值。"
sample2_mid_overlap,mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote+full_asr_align,5,27.54,30.759999999999998,SPEAKER_01,用户要的是好用
sample2_mid_overlap,mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote+full_asr_align,6,30.759999999999998,31.56,SPEAKER_01,快
sample2_mid_overlap,mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote+full_asr_align,7,31.56,32.92,SPEAKER_01,解决问题
sample2_mid_overlap,mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote+full_asr_align,8,32.92,35.0,SPEAKER_01,而不是对着一个功能
sample2_mid_overlap,mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote+full_asr_align,9,35.0,37.82,SPEAKER_01,去感悟什么设计者的灵魂
sample2_mid_overlap,mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote+full_asr_align,10,37.82,41.42,SPEAKER_01,你不要再拿那些理想主义的借口
sample2_mid_overlap,mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote+full_asr_align,11,41.42,43.019999999999996,SPEAKER_01,来拖延进度了
sample2_mid_overlap,mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote+full_asr_align,12,43.019999999999996,45.7,SPEAKER_01,商场就是战场
sample2_mid_overlap,mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote+full_asr_align,13,45.7,48.68,SPEAKER_01,收洗你那套多余的同情心
sample2_mid_overlap,mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote+full_asr_align,14,48.68,50.44,SPEAKER_01,和艺术追求吧
sample2_mid_overlap,mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote+full_asr_align,15,50.44,55.2,SPEAKER_01,下周一必须切断旧借口
sample2_mid_overlap,mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote+full_asr_align,16,55.2,58.06,SPEAKER_01,但你有没有想过
sample2_mid_overlap,mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote+full_asr_align,17,58.06,59.78,SPEAKER_00,盲目追求速度的后果
sample2_mid_overlap,mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote+full_asr_align,18,59.78,63.120000000000005,SPEAKER_00,就是失去我们最核心的忠实用户
sample2_mid_overlap,mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote+full_asr_align,19,63.120000000000005,66.28,SPEAKER_00,这根本不是什么华而不实的情怀
sample2_mid_overlap,mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote+full_asr_align,20,66.28,69.52000000000001,SPEAKER_00,这是我们品牌能活到今天的底层逻辑
sample2_mid_overlap,mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote+full_asr_align,21,69.52000000000001,72.52000000000001,SPEAKER_00,是冰冷的算法永远给不了的温度
sample2_mid_overlap,mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote+full_asr_align,22,72.52000000000001,75.98,SPEAKER_00,你每次都用这种粗暴的功利主义
sample2_mid_overlap,mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote+full_asr_align,23,75.98,77.26,SPEAKER_00,来绑架整个团队
sample2_mid_overlap,mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote+full_asr_align,24,77.26,79.82000000000001,SPEAKER_00,把大家没日没夜的心血
sample2_mid_overlap,mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote+full_asr_align,25,79.82000000000001,82.5,SPEAKER_00,当成可以随意揉捏的数字工具
