sample_id,audio_path,overlap_level,pipeline,model,segment_index,start,end,speaker,text
sample2_light_overlap,data/samples2/light_overlap.wav,light,diarization_asr,faster-whisper+pyannote,6,22.74471875,27.70596875,SPEAKER_01,在不断下滑的日活数据面前根本一文不值。
sample2_light_overlap,data/samples2/light_overlap.wav,light,diarization_asr,faster-whisper+pyannote,7,28.65096875,30.97971875,SPEAKER_01,用户要的是好用。
sample2_light_overlap,data/samples2/light_overlap.wav,light,diarization_asr,faster-whisper+pyannote,8,31.16534375,33.10596875,SPEAKER_01,"快,解决问题。"
sample2_light_overlap,data/samples2/light_overlap.wav,light,diarization_asr,faster-whisper+pyannote,9,33.494093750000005,37.915343750000005,SPEAKER_01,而不是对着一个功能去感悟什么设计者的灵魂。
sample2_light_overlap,data/samples2/light_overlap.wav,light,diarization_asr,faster-whisper+pyannote,10,38.64096875,42.994718750000004,SPEAKER_01,你不要再拿那些理想主义的借口来拖延进度了。
sample2_light_overlap,data/samples2/light_overlap.wav,light,diarization_asr,faster-whisper+pyannote,11,43.97346875,45.77909375,SPEAKER_01,商场就是战场。
sample2_light_overlap,data/samples2/light_overlap.wav,light,diarization_asr,faster-whisper+pyannote,12,46.21784375,50.487218750000004,SPEAKER_01,收起你那套多余的同情心和艺术追求吧。
sample2_light_overlap,data/samples2/light_overlap.wav,light,diarization_asr,faster-whisper+pyannote,13,51.38159375,54.72284375,SPEAKER_01,下周一必须切断旧接口。
sample2_light_overlap,data/samples2/light_overlap.wav,light,diarization_asr,faster-whisper+pyannote,14,55.06034375,58.283468750000004,SPEAKER_01,所有人必须听我指挥。
sample2_light_overlap,data/samples2/light_overlap.wav,light,diarization_asr,faster-whisper+pyannote,15,58.570343750000006,61.18596875,SPEAKER_01,"出了问题,我一个人来扛。"
sample2_light_overlap,data/samples2/light_overlap.wav,light,diarization_asr,faster-whisper+pyannote,16,61.18596875,63.227843750000005,SPEAKER_00,你以为只有你看到了数据吗?
sample2_light_overlap,data/samples2/light_overlap.wav,light,diarization_asr,faster-whisper+pyannote,17,61.236593750000004,61.30409375000001,SPEAKER_01,感谢观看
sample2_light_overlap,data/samples2/light_overlap.wav,light,diarization_asr,faster-whisper+pyannote,18,61.320968750000006,61.439093750000005,SPEAKER_01,感谢观看。
sample2_light_overlap,data/samples2/light_overlap.wav,light,diarization_asr,faster-whisper+pyannote,19,61.658468750000004,62.53596875,SPEAKER_01,感谢观看
sample2_light_overlap,data/samples2/light_overlap.wav,light,diarization_asr,faster-whisper+pyannote,20,62.97471875,66.48471875,SPEAKER_01,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
sample2_light_overlap,data/samples2/light_overlap.wav,light,diarization_asr,faster-whisper+pyannote,21,64.24034375000001,65.50596875000001,SPEAKER_00,但你有没有想过?
sample2_light_overlap,data/samples2/light_overlap.wav,light,diarization_asr,faster-whisper+pyannote,22,65.75909375,67.71659375,SPEAKER_00,盲目追求速度的后果。
sample2_light_overlap,data/samples2/light_overlap.wav,light,diarization_asr,faster-whisper+pyannote,23,68.13846875,71.02409375,SPEAKER_00,就是失去我们最核心的忠实用户。
sample2_light_overlap,data/samples2/light_overlap.wav,light,diarization_asr,faster-whisper+pyannote,24,71.96909375,74.14596875000001,SPEAKER_00,这根本不是什么华而不实的情怀。
sample2_light_overlap,data/samples2/light_overlap.wav,light,diarization_asr,faster-whisper+pyannote,25,74.51721875,77.43659375,SPEAKER_00,这是我们品牌能活到今天的底层逻辑。
sample2_light_overlap,data/samples2/light_overlap.wav,light,diarization_asr,faster-whisper+pyannote,26,77.80784375,80.45721875000001,SPEAKER_00,是冰冷的算法永远给不了的温度。
sample2_light_overlap,data/samples2/light_overlap.wav,light,diarization_asr,faster-whisper+pyannote,27,81.58784375,85.11471875000001,SPEAKER_00,你每次都用这种粗暴的功利主义来绑架整个团队。
sample2_light_overlap,data/samples2/light_overlap.wav,light,diarization_asr,faster-whisper+pyannote,28,85.84034375,87.69659375,SPEAKER_00,"把大家没日没夜的心血,"
sample2_light_overlap,data/samples2/light_overlap.wav,light,diarization_asr,faster-whisper+pyannote,29,88.00034375,90.39659375000001,SPEAKER_00,当成可以随意揉捏的数字工具。
sample2_light_overlap,data/samples2/light_overlap.wav,light,diarization_asr,faster-whisper+pyannote,30,91.20659375000001,93.23159375,SPEAKER_00,我绝不可能看着你把这个产品
sample2_light_overlap,data/samples2/light_overlap.wav,light,diarization_asr,faster-whisper+pyannote,31,93.38346875,95.71221875,SPEAKER_00,变成没有灵魂的流水线废物。
sample2_light_overlap,data/samples2/light_overlap.wav,light,diarization_asr,faster-whisper+pyannote,32,96.70784375000001,98.24346875,SPEAKER_00,你就不叫对结果负责。
sample2_light_overlap,data/samples2/light_overlap.wav,light,diarization_asr,faster-whisper+pyannote,33,98.68221875,101.60159375,SPEAKER_00,你就叫盲目自大和毁灭整个项目。
sample2_light_overlap,data/samples2/light_overlap.wav,light,diarization_asr,faster-whisper+pyannote,34,102.37784375000001,105.75284375000001,SPEAKER_00,"今天就算闹到老板那里,我也绝对不会妥协。"
sample2_light_overlap,data/samples2/light_overlap.wav,light,diarization_asr,faster-whisper+pyannote,35,106.29284375,110.19096875000001,SPEAKER_00,"你想强行上线,就先从我的团队头上踩过去。"
sample2_mid_overlap,data/samples2/mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote,1,0.03096875,5.11034375,SPEAKER_01,"关于这次的产品架构升级,我已经重申过无数次了。"
sample2_mid_overlap,data/samples2/mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote,2,7.152218750000001,11.05034375,SPEAKER_01,"市场留给我们的时间窗口,最多只剩两周。"
sample2_mid_overlap,data/samples2/mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote,3,11.691593750000003,15.640343750000003,SPEAKER_01,我们必须砍掉那些华而不实的人情化设计。
sample2_mid_overlap,data/samples2/mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote,4,16.079093750000002,19.403468750000002,SPEAKER_01,全面向自动化和高效率妥协。
sample2_mid_overlap,data/samples2/mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote,5,20.23034375,22.17096875,SPEAKER_01,你所谓的坚持情怀
sample2_mid_overlap,data/samples2/mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote,6,22.74471875,27.70596875,SPEAKER_01,在不断下滑的日活数据面前根本一文不值。
sample2_mid_overlap,data/samples2/mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote,7,28.65096875,30.97971875,SPEAKER_01,用户要的是好用。
sample2_mid_overlap,data/samples2/mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote,8,31.16534375,33.10596875,SPEAKER_01,"快,解决问题。"
sample2_mid_overlap,data/samples2/mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote,9,33.494093750000005,37.915343750000005,SPEAKER_01,而不是对着一个功能去感悟什么设计者的灵魂。
sample2_mid_overlap,data/samples2/mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote,10,38.64096875,42.994718750000004,SPEAKER_01,你不要再拿那些理想主义的借口来拖延进度了。
sample2_mid_overlap,data/samples2/mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote,11,43.97346875,45.74534375,SPEAKER_01,商场就是战场。
sample2_mid_overlap,data/samples2/mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote,12,46.21784375,50.487218750000004,SPEAKER_01,收起你那套多余的同情心和艺术追求吧。
sample2_mid_overlap,data/samples2/mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote,13,51.398468750000006,53.37284375,SPEAKER_01,下周一必须切换。
sample2_mid_overlap,data/samples2/mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote,14,53.37284375,55.836593750000006,SPEAKER_00,你以为只有你看到了数据吗?
sample2_mid_overlap,data/samples2/mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote,15,53.406593750000006,54.65534375,SPEAKER_01,你以为只有你看到我吗?
sample2_mid_overlap,data/samples2/mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote,16,55.009718750000005,57.40596875000001,SPEAKER_01,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
sample2_mid_overlap,data/samples2/mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote,17,55.98846875,57.760343750000004,SPEAKER_00,但你有没有想过?
sample2_mid_overlap,data/samples2/mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote,18,57.760343750000004,58.01346875,SPEAKER_01,欢迎订阅、转发、打赏支持明镜与点点栏目。
sample2_mid_overlap,data/samples2/mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote,19,58.01346875,59.98784375,SPEAKER_00,盲目追求速度的后果。
sample2_mid_overlap,data/samples2/mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote,20,58.03034375,58.24971875000001,SPEAKER_01,"谢谢收看,下次见!"
sample2_mid_overlap,data/samples2/mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote,21,58.62096875,59.66721875,SPEAKER_01,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
sample2_mid_overlap,data/samples2/mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote,22,59.93721875000001,60.88221875000001,SPEAKER_01,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
sample2_mid_overlap,data/samples2/mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote,23,60.12284375,63.244718750000004,SPEAKER_00,就是失去我们最核心的忠实用户。
sample2_mid_overlap,data/samples2/mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote,24,61.523468750000006,64.27409375,SPEAKER_01,你现在必须给我闭嘴。
sample2_mid_overlap,data/samples2/mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote,25,64.15596875,69.65721875,SPEAKER_00,这根本不是什么华而不实的情怀。这是我们品牌能活到今天的底层逻辑。
sample2_mid_overlap,data/samples2/mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote,26,70.02846875,72.66096875000001,SPEAKER_00,是冰冷的算法永远给不了的温度。
sample2_mid_overlap,data/samples2/mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote,27,73.77471875,77.31846875000001,SPEAKER_00,你每次都用这种粗暴的功利主义来绑架整个团队。
sample2_mid_overlap,data/samples2/mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote,28,78.04409375,79.90034375,SPEAKER_00,"把大家没日没夜的心血,"
sample2_mid_overlap,data/samples2/mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote,29,80.20409375,82.60034375000001,SPEAKER_00,当成可以随意揉捏的数字工具。
sample2_mid_overlap,data/samples2/mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote,30,83.39346875000001,85.43534375,SPEAKER_00,我绝不可能看着你把这个产品
sample2_mid_overlap,data/samples2/mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote,31,85.60409375,87.91596875,SPEAKER_00,变成没有灵魂的流水线废物。
sample2_mid_overlap,data/samples2/mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote,32,88.91159375000001,90.44721875,SPEAKER_00,你就不叫对结果负责。
sample2_mid_overlap,data/samples2/mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote,33,90.90284375,93.80534375,SPEAKER_00,你就叫盲目自大和毁灭整个项目。
sample2_mid_overlap,data/samples2/mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote,34,94.58159375000001,97.95659375000001,SPEAKER_00,"今天就算闹到老板那里,我也绝对不会妥协。"
sample2_mid_overlap,data/samples2/mid_overlap.wav,medium,diarization_asr,faster-whisper+pyannote,35,98.49659375,102.34409375000001,SPEAKER_00,"你想强行上线,就先从我的团队头上踩过去。"
sample2_heavy_overlap,data/samples2/heavy_overlap.wav,heavy,diarization_asr,faster-whisper+pyannote,1,0.03096875,5.11034375,SPEAKER_01,"关于这次的产品架构升级,我已经重申过无数次了。"
sample2_heavy_overlap,data/samples2/heavy_overlap.wav,heavy,diarization_asr,faster-whisper+pyannote,2,7.152218750000001,11.05034375,SPEAKER_01,"市场留给我们的时间窗口,最多只剩两周。"
sample2_heavy_overlap,data/samples2/heavy_overlap.wav,heavy,diarization_asr,faster-whisper+pyannote,3,11.691593750000003,15.640343750000003,SPEAKER_01,我们必须砍掉那些华而不实的人情化设计。
sample2_heavy_overlap,data/samples2/heavy_overlap.wav,heavy,diarization_asr,faster-whisper+pyannote,4,16.079093750000002,19.403468750000002,SPEAKER_01,全面向自动化和高效率妥协。
sample2_heavy_overlap,data/samples2/heavy_overlap.wav,heavy,diarization_asr,faster-whisper+pyannote,5,20.23034375,22.17096875,SPEAKER_01,你所谓的坚持情怀
sample2_heavy_overlap,data/samples2/heavy_overlap.wav,heavy,diarization_asr,faster-whisper+pyannote,6,22.74471875,27.70596875,SPEAKER_01,在不断下滑的日活数据面前根本一文不值。
sample2_heavy_overlap,data/samples2/heavy_overlap.wav,heavy,diarization_asr,faster-whisper+pyannote,7,28.65096875,30.97971875,SPEAKER_01,用户要的是好用。
sample2_heavy_overlap,data/samples2/heavy_overlap.wav,heavy,diarization_asr,faster-whisper+pyannote,8,31.16534375,33.10596875,SPEAKER_01,"快,解决问题。"
sample2_heavy_overlap,data/samples2/heavy_overlap.wav,heavy,diarization_asr,faster-whisper+pyannote,9,33.494093750000005,37.915343750000005,SPEAKER_01,而不是对着一个功能去感悟什么设计者的灵魂。
sample2_heavy_overlap,data/samples2/heavy_overlap.wav,heavy,diarization_asr,faster-whisper+pyannote,10,38.64096875,43.02846875,SPEAKER_01,你不要再拿那些理想主义的借口来拖延进度了。
sample2_heavy_overlap,data/samples2/heavy_overlap.wav,heavy,diarization_asr,faster-whisper+pyannote,11,43.95659375,49.99784375,SPEAKER_01,商场就是战场。 你以为只有你看到了数据吗? 但你有没有想过?
sample2_heavy_overlap,data/samples2/heavy_overlap.wav,heavy,diarization_asr,faster-whisper+pyannote,12,45.89721875,48.02346875,SPEAKER_00,你以为只有你看到了数据吗?
sample2_heavy_overlap,data/samples2/heavy_overlap.wav,heavy,diarization_asr,faster-whisper+pyannote,13,48.91784375,52.377218750000004,SPEAKER_00,"但你有没有想过,盲目追求速度的后果,"
sample2_heavy_overlap,data/samples2/heavy_overlap.wav,heavy,diarization_asr,faster-whisper+pyannote,14,51.44909375,54.52034375,SPEAKER_01,下周一必须切断究竟和。
sample2_heavy_overlap,data/samples2/heavy_overlap.wav,heavy,diarization_asr,faster-whisper+pyannote,15,52.74846875,55.954718750000005,SPEAKER_00,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
sample2_heavy_overlap,data/samples2/heavy_overlap.wav,heavy,diarization_asr,faster-whisper+pyannote,16,55.14471875,55.76909375,SPEAKER_01,感谢观看
sample2_heavy_overlap,data/samples2/heavy_overlap.wav,heavy,diarization_asr,faster-whisper+pyannote,17,55.954718750000005,55.971593750000004,SPEAKER_01,感谢观看
sample2_heavy_overlap,data/samples2/heavy_overlap.wav,heavy,diarization_asr,faster-whisper+pyannote,18,55.971593750000004,55.98846875,SPEAKER_00,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
sample2_heavy_overlap,data/samples2/heavy_overlap.wav,heavy,diarization_asr,faster-whisper+pyannote,19,55.98846875,56.64659375,SPEAKER_01,必须
sample2_heavy_overlap,data/samples2/heavy_overlap.wav,heavy,diarization_asr,faster-whisper+pyannote,20,56.64659375,62.282843750000005,SPEAKER_00,这根本不是什么华而不实的情怀。这是我们品牌能活到今天的底层逻辑。
sample2_heavy_overlap,data/samples2/heavy_overlap.wav,heavy,diarization_asr,faster-whisper+pyannote,21,56.680343750000006,56.697218750000005,SPEAKER_01,感谢观看
sample2_heavy_overlap,data/samples2/heavy_overlap.wav,heavy,diarization_asr,faster-whisper+pyannote,22,58.95846875,58.97534375,SPEAKER_01,感谢观看
sample2_heavy_overlap,data/samples2/heavy_overlap.wav,heavy,diarization_asr,faster-whisper+pyannote,23,59.17784375,59.38034375,SPEAKER_01,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
sample2_heavy_overlap,data/samples2/heavy_overlap.wav,heavy,diarization_asr,faster-whisper+pyannote,24,61.77659375,62.62034375,SPEAKER_01,现在。
sample2_heavy_overlap,data/samples2/heavy_overlap.wav,heavy,diarization_asr,faster-whisper+pyannote,25,62.485343750000006,65.18534375,SPEAKER_00,是冰冷的算法永远给不了的温度。
sample2_heavy_overlap,data/samples2/heavy_overlap.wav,heavy,diarization_asr,faster-whisper+pyannote,26,65.18534375,66.46784375,SPEAKER_01,请使用简体中文运输、自动化效率、用户体验和团队决策。
sample2_heavy_overlap,data/samples2/heavy_overlap.wav,heavy,diarization_asr,faster-whisper+pyannote,27,66.24846875,69.82596875,SPEAKER_00,你每次都用这种粗暴的功利主义来绑架整个团队。
sample2_heavy_overlap,data/samples2/heavy_overlap.wav,heavy,diarization_asr,faster-whisper+pyannote,28,70.53471875000001,72.40784375,SPEAKER_00,"把大家没日没夜的心血,"
sample2_heavy_overlap,data/samples2/heavy_overlap.wav,heavy,diarization_asr,faster-whisper+pyannote,29,72.69471875,75.10784375,SPEAKER_00,当成可以随意揉捏的数字工具。
sample2_heavy_overlap,data/samples2/heavy_overlap.wav,heavy,diarization_asr,faster-whisper+pyannote,30,75.88409375,77.94284375000001,SPEAKER_00,我绝不可能看着你把这个产品
sample2_heavy_overlap,data/samples2/heavy_overlap.wav,heavy,diarization_asr,faster-whisper+pyannote,31,78.11159375000001,80.42346875,SPEAKER_00,变成没有灵魂的流水线废物。
sample2_heavy_overlap,data/samples2/heavy_overlap.wav,heavy,diarization_asr,faster-whisper+pyannote,32,81.40221875,82.93784375,SPEAKER_00,你就不叫对结果负责。
sample2_heavy_overlap,data/samples2/heavy_overlap.wav,heavy,diarization_asr,faster-whisper+pyannote,33,83.39346875000001,86.31284375,SPEAKER_00,你就叫盲目自大和毁灭整个项目。
sample2_heavy_overlap,data/samples2/heavy_overlap.wav,heavy,diarization_asr,faster-whisper+pyannote,34,87.08909375,90.44721875,SPEAKER_00,"今天就算闹到老板那里,我也绝对不会妥协。"
sample2_heavy_overlap,data/samples2/heavy_overlap.wav,heavy,diarization_asr,faster-whisper+pyannote,35,91.00409375000001,94.96971875000001,SPEAKER_00,"你想强行上线,就先从我的团队头上踩过去。"
sample2_opposite_overlap,data/samples2/opposite_overlap.wav,opposite,diarization_asr,faster-whisper+pyannote,1,0.03096875,2.10659375,SPEAKER_01,你以为只有你看到了数据吗?
sample2_opposite_overlap,data/samples2/opposite_overlap.wav,opposite,diarization_asr,faster-whisper+pyannote,2,0.03096875,2.15721875,SPEAKER_00,你以为只有你看到了数据吗?
sample2_opposite_overlap,data/samples2/opposite_overlap.wav,opposite,diarization_asr,faster-whisper+pyannote,3,2.15721875,4.384718750000001,SPEAKER_01,但你有没有想过?
sample2_opposite_overlap,data/samples2/opposite_overlap.wav,opposite,diarization_asr,faster-whisper+pyannote,4,3.03471875,4.3678437500000005,SPEAKER_00,但你有没有想过?
sample2_opposite_overlap,data/samples2/opposite_overlap.wav,opposite,diarization_asr,faster-whisper+pyannote,5,4.384718750000001,6.730343750000001,SPEAKER_00,盲目追求速度的后果。
sample2_opposite_overlap,data/samples2/opposite_overlap.wav,opposite,diarization_asr,faster-whisper+pyannote,6,6.8990937500000005,9.83534375,SPEAKER_00,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
sample2_opposite_overlap,data/samples2/opposite_overlap.wav,opposite,diarization_asr,faster-whisper+pyannote,7,7.152218750000001,11.117843750000002,SPEAKER_01,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
sample2_opposite_overlap,data/samples2/opposite_overlap.wav,opposite,diarization_asr,faster-whisper+pyannote,8,10.797218750000003,12.974093750000002,SPEAKER_00,这根本不是什么华而不实的情怀。
sample2_opposite_overlap,data/samples2/opposite_overlap.wav,opposite,diarization_asr,faster-whisper+pyannote,9,11.657843750000001,13.78409375,SPEAKER_01,感谢观看
sample2_opposite_overlap,data/samples2/opposite_overlap.wav,opposite,diarization_asr,faster-whisper+pyannote,10,13.379093750000003,19.38659375,SPEAKER_00,"这是我们品牌能活到今天的底层逻辑,是冰冷的算法永远给不了的温度。"
sample2_opposite_overlap,data/samples2/opposite_overlap.wav,opposite,diarization_asr,faster-whisper+pyannote,11,16.78784375,16.93971875,SPEAKER_01,感谢观看。
sample2_opposite_overlap,data/samples2/opposite_overlap.wav,opposite,diarization_asr,faster-whisper+pyannote,12,20.247218750000002,20.297843750000002,SPEAKER_00,感谢观看
sample2_opposite_overlap,data/samples2/opposite_overlap.wav,opposite,diarization_asr,faster-whisper+pyannote,13,20.297843750000002,21.02346875,SPEAKER_01,你所谓的‥
sample2_opposite_overlap,data/samples2/opposite_overlap.wav,opposite,diarization_asr,faster-whisper+pyannote,14,20.399093750000002,23.85846875,SPEAKER_00,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
sample2_opposite_overlap,data/samples2/opposite_overlap.wav,opposite,diarization_asr,faster-whisper+pyannote,15,22.67721875,26.38971875,SPEAKER_01,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
